200 400 3.175
200 2400 3.6875
200 4400 3.8125
200 6400 3.925
200 8400 4.05
200 10400 4.175
200 12400 4.3
200 14400 4.425
200 16400 4.55
200 18400 4.675
400 800 3.325
400 4800 3.9
400 8800 4.0375
400 12800 4.275
400 16800 4.525
400 20800 4.75
400 24800 5
400 28800 5.2375
400 32800 5.4875
400 36800 5.6125
400 40800 5.85
400 44800 6
400 48800 6.26836
400 52800 6.64609
400 56800 6.9125
400 60800 7.15742
400 64800 7.35039
400 68800 7.5
400 72800 7.71016
400 76800 7.91055
600 1200 3.3375
600 7200 4.0625
600 13200 4.325
600 19200 4.6875
600 25200 5.05
600 31200 5.3875
600 37200 5.7125
600 43200 6.15
600 49200 6.4375
600 55200 6.7625
600 61200 7.02149
600 67200 7.31953
600 73200 7.72227
600 79200 8.21602
600 85200 8.69492
600 91200 8.99023
600 97200 9.24492
600 103200 9.55625
600 109200 9.81836
600 115200 10.0637
600 121200 10.3684
600 127200 10.6219
600 133200 10.8949
600 139200 11.1762
600 145200 11.5781
600 151200 12.175
600 157200 12.8598
600 163200 13.3359
600 169200 13.7152
600 175200 13.9961
800 1600 3.3375
800 9600 4.125
800 17600 4.6125
800 25600 5.025
800 33600 5.5125
800 41600 5.9
800 49600 6.4
800 57600 6.9625
800 65600 7.36016
800 73600 7.72539
800 81600 8.10234
800 89600 8.50352
800 97600 9.0625
800 105600 9.73008
800 113600 10.3137
800 121600 10.7457
800 129600 11.1152
800 137600 11.4711
800 145600 11.843
800 153600 12.2137
800 161600 12.5703
800 169600 12.9457
800 177600 13.3156
800 185600 13.7344
800 193600 14.2332
800 201600 14.9906
800 209600 15.8734
800 217600 16.5082
800 225600 16.993
800 233600 17.3859
800 241600 17.7598
800 249600 18.1477
800 257600 18.5074
800 265600 18.8586
800 273600 19.2512
800 281600 19.6062
800 289600 20.0066
800 297600 20.3981
800 305600 20.7418
800 313600 21.1156
1000 2000 3.3
1000 12000 4.2625
1000 22000 4.8625
1000 32000 5.3875
1000 42000 6.0125
1000 52000 6.5125
1000 62000 7.1375
1000 72000 7.775
1000 82000 8.35508
1000 92000 8.80039
1000 102000 9.27422
1000 112000 9.78437
1000 122000 10.4395
1000 132000 11.2473
1000 142000 11.9914
1000 152000 12.5223
1000 162000 13.0219
1000 172000 13.4719
1000 182000 13.9258
1000 192000 14.3766
1000 202000 14.8477
1000 212000 15.3027
1000 222000 15.791
1000 232000 16.302
1000 242000 16.9758
1000 252000 17.9285
1000 262000 18.9398
1000 272000 19.793
1000 282000 20.4262
1000 292000 20.932
1000 302000 21.4102
1000 312000 21.8629
1000 322000 22.2828
1000 332000 22.7633
1000 342000 23.1926
1000 352000 23.6594
1000 362000 24.1527
1000 372000 24.5906
1000 382000 25.0512
1000 392000 25.491
1000 402000 25.9723
1000 412000 26.4238
1000 422000 26.8539
1000 432000 27.3156
1000 442000 27.7973
1000 452000 28.252
1000 462000 28.6969
1000 472000 29.1653
1000 482000 29.7687
1000 492000 30.4937
