200 400 3.175
200 2400 3.725
200 4400 3.85
200 6400 3.975
200 8400 4.1
200 10400 4.225
200 12400 4.35
200 14400 4.475
200 16400 4.6
200 18400 4.7
400 800 3.35
400 4800 3.95
400 8800 4.075
400 12800 4.325
400 16800 4.55
400 20800 4.8
400 24800 5.05
400 28800 5.3
400 32800 5.55
400 36800 5.675
400 40800 5.91797
400 44800 6.04297
400 48800 6.32109
400 52800 6.71484
400 56800 6.95625
400 60800 7.23047
400 64800 7.39844
400 68800 7.62344
400 72800 7.77344
400 76800 7.95782
600 1200 3.35
600 7200 4.075
600 13200 4.375
600 19200 4.7
600 25200 5.05
600 31200 5.375
600 37200 5.725
600 43200 6.15
600 49200 6.45
600 55200 6.75
600 61200 6.98984
600 67200 7.32969
600 73200 7.72969
600 79200 8.22109
600 85200 8.67734
600 91200 9.00781
600 97200 9.24687
600 103200 9.5875
600 109200 9.82813
600 115200 10.1133
600 121200 10.4063
600 127200 10.6656
600 133200 10.9664
600 139200 11.2516
600 145200 11.6586
600 151200 12.2078
600 157200 12.943
600 163200 13.3774
600 169200 13.7352
600 175200 14.0172
800 1600 3.325
800 9600 4.15
800 17600 4.65
800 25600 5.05
800 33600 5.525
800 41600 5.9
800 49600 6.4
800 57600 7
800 65600 7.4
800 73600 7.76875
800 81600 8.15938
800 89600 8.52266
800 97600 9.10703
800 105600 9.73594
800 113600 10.3391
800 121600 10.739
800 129600 11.1258
800 137600 11.4656
800 145600 11.8328
800 153600 12.1867
800 161600 12.6164
800 169600 12.9234
800 177600 13.3265
800 185600 13.7359
800 193600 14.2258
800 201600 15.0055
800 209600 15.8891
800 217600 16.6
800 225600 17.0656
800 233600 17.5
800 241600 17.8398
800 249600 18.1695
800 257600 18.5406
800 265600 18.9234
800 273600 19.3117
800 281600 19.6414
800 289600 20.0422
800 297600 20.4274
800 305600 20.8149
800 313600 21.1672
1000 2000 3.35
1000 12000 4.325
1000 22000 4.925
1000 32000 5.45
1000 42000 6.05
1000 52000 6.55
1000 62000 7.2
1000 72000 7.85
1000 82000 8.4
1000 92000 8.85781
1000 102000 9.30703
1000 112000 9.82656
1000 122000 10.5336
1000 132000 11.3227
1000 142000 12.0922
1000 152000 12.6406
1000 162000 13.1023
1000 172000 13.5727
1000 182000 14.0117
1000 192000 14.4781
1000 202000 14.9508
1000 212000 15.4024
1000 222000 15.8649
1000 232000 16.3875
1000 242000 17.0594
1000 252000 17.9945
1000 262000 19.043
1000 272000 19.8906
1000 282000 20.5047
1000 292000 21.007
1000 302000 21.5016
1000 312000 21.9242
1000 322000 22.4024
1000 332000 22.8195
1000 342000 23.3375
1000 352000 23.7789
1000 362000 24.2391
1000 372000 24.6805
1000 382000 25.1359
1000 392000 25.5594
1000 402000 26.0148
1000 412000 26.4945
1000 422000 26.9719
1000 432000 27.4148
1000 442000 27.9086
1000 452000 28.4078
1000 462000 28.8172
1000 472000 29.2984
1000 482000 29.8484
1000 492000 30.5734
