200 400 3.175
200 2400 3.675
200 4400 3.8
200 6400 3.925
200 8400 4.0375
200 10400 4.15
200 12400 4.275
200 14400 4.4125
200 16400 4.5125
200 18400 4.6375
400 800 3.35
400 4800 3.95
400 8800 4.1
400 12800 4.3375
400 16800 4.5875
400 20800 4.8125
400 24800 5.0625
400 28800 5.3125
400 32800 5.5625
400 36800 5.7125
400 40800 5.9375
400 44800 6.11445
400 48800 6.36445
400 52800 6.71563
400 56800 6.98086
400 60800 7.21992
400 64800 7.39766
400 68800 7.59375
400 72800 7.79609
400 76800 7.97695
600 1200 3.35
600 7200 4.0125
600 13200 4.2875
600 19200 4.65
600 25200 5.0125
600 31200 5.325
600 37200 5.6875
600 43200 6.125
600 49200 6.4
600 55200 6.7125
600 61200 6.99961
600 67200 7.28203
600 73200 7.68203
600 79200 8.19453
600 85200 8.60117
600 91200 8.91133
600 97200 9.21836
600 103200 9.48594
600 109200 9.78359
600 115200 10.0234
600 121200 10.3188
600 127200 10.6109
600 133200 10.8777
600 139200 11.1781
600 145200 11.5676
600 151200 12.1332
600 157200 12.8516
600 163200 13.3445
600 169200 13.6793
600 175200 13.9781
800 1600 3.325
800 9600 4.15
800 17600 4.6375
800 25600 5.0625
800 33600 5.525
800 41600 5.925
800 49600 6.425
800 57600 6.9875
800 65600 7.37695
800 73600 7.75195
800 81600 8.11601
800 89600 8.54687
800 97600 9.10156
800 105600 9.75586
800 113600 10.332
800 121600 10.7484
800 129600 11.132
800 137600 11.4969
800 145600 11.907
800 153600 12.2402
800 161600 12.6082
800 169600 12.9765
800 177600 13.3703
800 185600 13.7707
800 193600 14.2797
800 201600 15.0402
800 209600 15.8902
800 217600 16.5504
800 225600 17.0594
800 233600 17.4375
800 241600 17.857
800 249600 18.2133
800 257600 18.5828
800 265600 18.9488
800 273600 19.3207
800 281600 19.6707
800 289600 20.0164
800 297600 20.3817
800 305600 20.7523
800 313600 21.1262
1000 2000 3.325
1000 12000 4.2875
1000 22000 4.9
1000 32000 5.425
1000 42000 6.0375
1000 52000 6.5375
1000 62000 7.15
1000 72000 7.8
1000 82000 8.36133
1000 92000 8.78594
1000 102000 9.28828
1000 112000 9.77851
1000 122000 10.4562
1000 132000 11.2965
1000 142000 11.9996
1000 152000 12.5426
1000 162000 13.0047
1000 172000 13.4863
1000 182000 13.9406
1000 192000 14.4051
1000 202000 14.8668
1000 212000 15.3125
1000 222000 15.7977
1000 232000 16.3387
1000 242000 16.9848
1000 252000 17.9211
1000 262000 18.9879
1000 272000 19.7738
1000 282000 20.4062
1000 292000 20.9188
1000 302000 21.3785
1000 312000 21.8555
1000 322000 22.3406
1000 332000 22.7879
1000 342000 23.2305
1000 352000 23.6981
1000 362000 24.1477
1000 372000 24.6004
1000 382000 25.0605
1000 392000 25.5305
1000 402000 26.0047
1000 412000 26.4476
1000 422000 26.8953
1000 432000 27.3543
1000 442000 27.8004
1000 452000 28.2723
1000 462000 28.7133
1000 472000 29.1918
1000 482000 29.752
1000 492000 30.5035
